id,question_text_de,question_text_en,question_text_dari,question_text_pashto,category,state,image
301,Welches Wappen gehört zum Bundesland Baden-Württemberg?,Which coat of arms belongs to the federal state of Baden-Württemberg?,کدام علامت متعلق به ایالت فدرال بادن-وورتمبرگ است؟,د وسلو کوم کوټ د بیډن-وورټمبرګ وفاقي ایالت سره تعلق لري؟,,Baden-Württemberg,1.0
302,Welches ist ein Landkreis in Baden-Württemberg?,Which is a district in Baden-Württemberg?,منطقه ای در بادن-وورتمبرگ کدام است؟,په بادن-وورټمبرګ کې کوم ولسوالۍ دی؟,,Baden-Württemberg,
303,Für wie viele Jahre wird der Landtag in Baden-Württemberg gewählt?,For how many years is the state parliament in Baden-Württemberg elected?,برای چند سال پارلمان ایالتی در بادن-وورتمبرگ انتخاب می شود؟,په بادن-وورټمبرګ کې د ایالتي پارلمان څومره کلونو لپاره ټاکل شوی؟,,Baden-Württemberg,
304,Ab welchem Alter darf man in Baden-Württemberg bei Kommunalwahlen wählen?,From what age can you vote in local elections in Baden-Württemberg?,از چه سنی می توانید در انتخابات محلی در بادن-وورتمبرگ رای دهید؟,تاسو کوم عمر څخه کولی شئ په بادن-وورټمبرګ کې په سیمه ایزو ټاکنو کې رای,,Baden-Württemberg,
305,Welche Farben hat die Landesflagge von Baden-Württemberg?,What colors does the state flag of Baden-Württemberg have?,پرچم دولت بادن-وورتمبرگ چه رنگهایی دارد؟,د بیډن-وورټمبرګ د دولتي پرچم کوم رنګونه لري؟,,Baden-Württemberg,
306,Wo können Sie sich in Baden-Württemberg über politische Themen informieren?,Where can you find out about political topics in Baden-Württemberg?,از کجا می توانید در مورد موضوعات سیاسی در بادن-وورتمبرگ مطلع شوید؟,تاسو کولی شئ په بادن ویرټمبرګ کې د سیاسي موضوعاتو په اړه چیرته ومومئ؟,,Baden-Württemberg,
307,Die Landeshauptstadt von Baden-Württemberg heißt ...,The state capital of Baden-Württemberg is called...,پایتخت ایالت بادن-وورتمبرگ نامیده می شود...,د بیډن-وورټمبرګ د دولتي پلازمینه نوم کیږي...,,Baden-Württemberg,
308,Welches Bundesland ist Baden-Württemberg?,Which federal state is Baden-Württemberg?,بادن-وورتمبرگ کدام ایالت فدرال است؟,بیډن-وورټمبرګ کوم وفاقي ایالت دی؟,,Baden-Württemberg,1.0
309,Wie nennt man die Regierungschefin/den Regierungschef in Baden-Württemberg?,What is the head of government in Baden-Württemberg called?,رئیس دولت در بادن-وورتمبرگ چه نام دارد؟,په بادن-وورټمبرګ کې د حکومت مشر څه نوم کیږي؟,,Baden-Württemberg,
310,Welche Ministerin/welchen Minister hat Baden-Württemberg nicht?,Which minister does Baden-Württemberg not have?,بادن-وورتمبرگ کدام وزیر را ندارد؟,بیډن-وورټمبرګ کوم وزير نه لري؟,,Baden-Württemberg,
311,Welches Wappen gehört zum Freistaat Bayern?,Which coat of arms belongs to the Free State of Bavaria?,کدام علامت متعلق به ایالت آزاد باواریا است؟,د وسلو کوم کوټ د باوریا آزاد ایالت سره تعلق لري؟,,Bayern,1.0
312,Welches ist ein Landkreis in Bayern?,Which is a district in Bavaria?,منطقه ای در باواریا کدام است؟,په باوریا کې کوم ولسوالۍ دی؟,,Bayern,
313,Für wie viele Jahre wird der Landtag in Bayern gewählt?,For how many years is the state parliament in Bavaria elected?,برای چند سال پارلمان ایالتی در باواریا انتخاب می شود؟,په باوریا کې د ایالتي پارلمان څو کلونو لپاره ټاکل شوی؟,,Bayern,
314,Ab welchem Alter darf man in Bayern bei Kommunalwahlen wählen?,From what age can you vote in local elections in Bavaria?,از چه سنی می توانید در انتخابات محلی در باواریا رای دهید؟,تاسو په باوریا کې په سیمه ایزو ټاکنو کې د کوم عمر څخه را,,Bayern,
315,Welche Farben hat die Landesflagge von Bayern?,What colors does the state flag of Bavaria have?,پرچم دولت باواریا چه رنگهایی دارد؟,د باوریا د دولتي پرچم کوم رنګونه لري؟,,Bayern,
316,Wo können Sie sich in Bayern über politische Themen informieren?,Where can you find out about political topics in Bavaria?,از کجا می توانید در مورد موضوعات سیاسی در باواریا مطلع شوید؟,تاسو کولی شئ په باوریا کې د سیاسي موضوعاتو په اړه چیرته,,Bayern,
317,Die Landeshauptstadt von Bayern heißt ...,The state capital of Bavaria is called...,پایتخت ایالت باواریا نامیده می شود...,د باوریا د دولتي پلازمینه نوم کیږي...,,Bayern,
318,Welches Bundesland ist Bayern?,Which federal state is Bavaria?,باواریا کدام ایالت فدرال است؟,باوریا کوم وفاقي ایالت دی؟,,Bayern,1.0
319,Wie nennt man die Regierungschefin/den Regierungschef in Bayern?,What is the head of government in Bavaria called?,رئیس دولت در باواریا چه نام دارد؟,په باوریا کې د حکومت مشر څه نوم کیږي؟,,Bayern,
320,Welche Ministerin/welchen Minister hat Bayern nicht?,Which minister does Bavaria not have?,باواریا کدام وزیر را ندارد؟,باوریا کوم وزير نه لري؟,,Bayern,
321,Welches Wappen gehört zum Bundesland Berlin?,Which coat of arms belongs to the federal state of Berlin?,کدام علامت متعلق به ایالت فدرال برلین است؟,د وسلو کوم کوټ د برلین وفاقي ایالت سره تعلق لري؟,,Berlin,1.0
322,Welches ist ein Bezirk von Berlin?,Which is a district of Berlin?,منطقه برلین کدام است؟,د برلین ولسوالۍ کوم دی؟,,Berlin,
323,Für wie viele Jahre wird das Landesparlament in Berlin gewählt?,For how many years is the state parliament in Berlin elected?,برای چند سال پارلمان ایالتی برلین انتخاب می شود؟,په برلین کې د ایالتي پارلمان څو کلونو لپاره ټاکل شوی؟,,Berlin,
324,Ab welchem Alter darf man in Berlin bei Kommunalwahlen (Wahl der Bezirksverordnetenversammlung) wählen?,From what age can you vote in local elections (election of the district assembly)?,از چه سنی می توانید در انتخابات محلی (انتخابات مجلس منطقه) رای دهید؟,تاسو په سیمه ایزو ټاکنو کې (د ولسوالۍ اسمبلۍ ټاکنې) د کوم عمر څخه رای,,Berlin,
325,Welche Farben hat die Landesflagge von Berlin?,What colors does the state flag of Berlin have?,پرچم دولت برلین چه رنگهایی دارد؟,د برلین د دولتي پرچم کوم رنګونه لري؟,,Berlin,
326,Wo können Sie sich in Berlin über politische Themen informieren?,Where can you find out about political topics in Berlin?,از کجا می توانید در مورد موضوعات سیاسی در برلین مطلع شوید؟,تاسو په برلین کې د سیاسي موضوعاتو په اړه چیرته ومومئ؟,,Berlin,
327,Welches Bundesland ist ein Stadtstaat?,Which federal state is a city-state?,کدام ایالت فدرال یک شهر-ایالت است؟,کوم وفاقي ایالت ښار ایالت دی؟,,Berlin,
328,Welches Bundesland ist Berlin?,Which federal state is Berlin?,برلین کدام ایالت فدرال است؟,برلین کوم وفاقي ایالت دی؟,,Berlin,1.0
329,Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Berlin?,What is the head of government of the city-state of Berlin called?,رئیس دولت شهر-ایالت برلین چه نام دارد؟,د برلین د ښار ایالت د حکومت مشر څه نوم کیږي؟,,Berlin,
330,Welche Senatorin/welchen Senator hat Berlin nicht?,Which senator does Berlin not have?,برلین کدام سناتور ندارد؟,برلین کوم سنیټر نه لري؟,,Berlin,
331,Welches Wappen gehört zum Bundesland Brandenburg?,Which coat of arms belongs to the federal state of Brandenburg?,کدام علامت متعلق به ایالت فدرال براندنبورگ است؟,د وسلو کوم کوټ د برانډنبرګ وفاقي ایالت سره تعلق لري؟,,Brandenburg,1.0
332,Welches ist ein Landkreis in Brandenburg?,Which is a district in Brandenburg?,منطقه ای در براندنبورگ کدام است؟,په برانډنبورګ کې کوم ولسوالۍ دی؟,,Brandenburg,
333,Für wie viele Jahre wird der Landtag in Brandenburg gewählt?,For how many years is the state parliament in Brandenburg elected?,برای چند سال پارلمان ایالتی در براندنبورگ انتخاب می شود؟,په برانډنبورګ کې د ایالتي پارلمان څومره کلونو لپاره ټاکل شوی؟,,Brandenburg,
334,Ab welchem Alter darf man in Brandenburg bei Kommunalwahlen wählen?,From what age can you vote in local elections in Brandenburg?,از چه سنی می توانید در انتخابات محلی در براندنبورگ رای دهید؟,په برانډنبورګ کې په سیمه ایزو ټاکنو کې د کوم عمر څخه رای,,Brandenburg,
335,Welche Farben hat die Landesflagge von Brandenburg?,What colors does the state flag of Brandenburg have?,پرچم دولتی براندنبورگ چه رنگهایی دارد؟,د برانډنبورګ د دولتي پرچم کوم رنګونه لري؟,,Brandenburg,
336,Wo können Sie sich in Brandenburg über politische Themen informieren?,Where can you find out about political topics in Brandenburg?,از کجا می توانید در مورد موضوعات سیاسی در براندنبورگ مطلع شوید؟,په برانډنبورګ کې د سیاسي موضوعاتو په اړه چیرته کولی شئ؟,,Brandenburg,
337,Die Landeshauptstadt von Brandenburg heißt ...,The state capital of Brandenburg is called...,پایتخت ایالت براندنبورگ نامیده می شود...,د برانډنبورګ د دولتي پلازمینه نوم کیږي,,Brandenburg,
338,Welches Bundesland ist Brandenburg?,Which federal state is Brandenburg?,براندنبورگ کدام ایالت فدرال است؟,برانډنبرګ کوم وفاقي ایالت دی؟,,Brandenburg,1.0
339,Wie nennt man die Regierungschefin/den Regierungschef in Brandenburg?,What is the head of government in Brandenburg called?,رئیس دولت در براندنبورگ چه نام دارد؟,په برانډنبورګ کې د حکومت مشر څه نوم کیږي؟,,Brandenburg,
340,Welche Ministerin/welchen Minister hat Brandenburg nicht?,Which minister does Brandenburg not have?,براندنبورگ کدام وزیر را ندارد؟,برانډنبرګ کوم وزير نه لري؟,,Brandenburg,
341,Welches Wappen gehört zur Freien Hansestadt Bremen?,Which coat of arms belongs to the Free Hanseatic City of Bremen?,کدام علامت متعلق به شهر آزاد هانسه برمن است؟,د وسلو کوم کوټ د بریمین د آزاد هانسټیک ښار سره تعلق لري؟,,Bremen,1.0
342,Welches ist ein Stadtteil von Bremen?,Which is a district of Bremen?,منطقه برمن کدام است؟,د بریمین ولسوالۍ کوم دی؟,,Bremen,
343,Für wie viele Jahre wird das Landesparlament in Bremen gewählt?,For how many years is the state parliament in Bremen elected?,برای چند سال پارلمان ایالتی برمن انتخاب می شود؟,په بریمین کې د ایالتي پارلمان څومره کلونو لپاره ټاکل شوی؟,,Bremen,
344,Ab welchem Alter darf man in Bremen bei den Wahlen zur Bürgerschaft (Landtag) wählen?,From what age can you vote in the elections for citizenship (state parliament) in Bremen?,از چه سنی می توانید در انتخابات شهروندی (پارلمان ایالتی) در برمن رای دهید؟,تاسو کوم عمر څخه کولی شئ په بریمین کې د تابعیت لپاره (د ایالتي پارلمان) ټاکنو کې رایه ورکوئ؟,,Bremen,
345,Welche Farben hat die Landesflagge von Bremen?,What colors does the state flag of Bremen have?,پرچم دولت برمن چه رنگهایی دارد؟,د بریمین د دولتي پرچم کوم رنګونه لري؟,,Bremen,
346,Wo können Sie sich in Bremen über politische Themen informieren?,Where can you find out about political topics in Bremen?,از کجا می توانید در مورد موضوعات سیاسی در برمن مطلع شوید؟,تاسو په بریمین کې د سیاسي موضوعاتو په اړه چیرته پوه کولی شئ؟,,Bremen,
347,Was ist ein deutscher Stadtstaat?,What is a German city-state?,یک شهر-دولت آلمان چیست؟,د آلمان ښار-دولت څه شی دی؟,,Bremen,
348,Welches Bundesland ist Bremen?,Which federal state is Bremen?,برمن کدام ایالت فدرال است؟,بریمین کوم وفاقي ایالت دی؟,,Bremen,1.0
349,Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Bremen?,What is the head of government of the city-state of Bremen called?,رئیس دولت شهر-ایالت برمن چه نام دارد؟,د بریمین د ښار ایالت د حکومت مشر څه ویل کیږي؟,,Bremen,
350,Welche Senatorin/welchen Senator hat Bremen nicht?,Which senator does Bremen not have?,برمن کدام سناتور ندارد؟,بریمین کوم سنیټر نه لري؟,,Bremen,
351,Welches Wappen gehört zur Freien und Hansestadt Hamburg?,Which coat of arms belongs to the Free and Hanseatic City of Hamburg?,کدام علامت متعلق به شهر آزاد و هانسه هامبورگ است؟,د وسلو کوم کوټ د هامبورګ د آزاد او هانسټیک ښار سره تعلق لري؟,,Hamburg,1.0
352,Welches ist ein Bezirk von Hamburg?,Which is a district of Hamburg?,منطقه هامبورگ کدام است؟,د هامبورګ ولسوالۍ کوم دی؟,,Hamburg,
353,Für wie viele Jahre wird das Landesparlament in Hamburg gewählt?,For how many years is the state parliament in Hamburg elected?,برای چند سال پارلمان ایالتی در هامبورگ انتخاب می شود؟,په هامبورګ کې د ایالتي پارلمان څو کلونو لپاره ټاکل شوی؟,,Hamburg,
354,Ab welchem Alter darf man in Hamburg bei Kommunalwahlen (Wahl der Bezirksversammlungen) wählen?,From what age can you vote in local elections (election of district assemblies) in Hamburg?,از چه سنی می توانید در انتخابات محلی (انتخابات مجلس های منطقه ای) در هامبورگ رای دهید؟,تاسو کوم عمر څخه کولی شئ په هامبورګ کې په سیمه ایزو ټاکنو (د ولسوالۍ اسمبلۍ,,Hamburg,
355,Welche Farben hat die Landesflagge von Hamburg?,What colors does the state flag of Hamburg have?,پرچم دولت هامبورگ چه رنگهایی دارد؟,د هامبورګ د دولتي پرچم کوم رنګونه لري؟,,Hamburg,
356,Wo können Sie sich in Hamburg über politische Themen informieren?,Where can you find out about political topics in Hamburg?,از کجا می توانید در مورد موضوعات سیاسی در هامبورگ مطلع شوید؟,په هامبورګ کې د سیاسي موضوعاتو په اړه چیرته کولی شئ؟,,Hamburg,
357,Welches Bundesland ist ein Stadtstaat?,Which federal state is a city-state?,کدام ایالت فدرال یک شهر-ایالت است؟,کوم وفاقي ایالت ښار ایالت دی؟,,Hamburg,
358,Welches Bundesland ist Hamburg?,Which federal state is Hamburg?,همبورگ کدام ایالت فدرال است؟,هامبرګ کوم وفاقي ایالت دی؟,,Hamburg,1.0
359,Wie nennt man die Regierungschefin/den Regierungschef des Stadtstaates Hamburg?,What is the head of government of the city state of Hamburg called?,رئیس دولت شهر هامبورگ چه نام دارد؟,د هامبورګ د ښار دولت مشر څه نوم کیږي؟,,Hamburg,
360,Welche Senatorin/welchen Senator hat Hamburg nicht?,Which senator does Hamburg not have?,هامبورگ کدام سناتور ندارد؟,هامبورګ کوم سنیټر نه لري؟,,Hamburg,
361,Welches Wappen gehört zum Bundesland Hessen?,Which coat of arms belongs to the federal state of Hesse?,کدام علامت متعلق به ایالت فدرال هسن است؟,د وسلو کوم کوټ د هیسس وفاقي ایالت سره تعلق لري؟,,Hessen,1.0
362,Welches ist ein Landkreis in Hessen?,Which is a district in Hesse?,منطقه ای در هسن کدام است؟,په هیسس کې کوم ولسوالۍ دی؟,,Hessen,
363,Für wie viele Jahre wird der Landtag in Hessen gewählt?,For how many years is the state parliament in Hesse elected?,برای چند سال پارلمان ایالتی در هسن انتخاب می شود؟,په هیسس کې د ایالتي پارلمان څومره کالو لپاره ټاکل شوی؟,,Hessen,
364,Ab welchem Alter darf man in Hessen bei Kommunalwahlen wählen?,From what age can you vote in local elections in Hesse?,از چه سنی می توانید در انتخابات محلی در هسن رای دهید؟,تاسو په هیسس کې په سیمه ایزو ټاکنو کې د کوم عمر څخه رای وکړئ,,Hessen,
365,Welche Farben hat die Landesflagge von Hessen?,What colors does the state flag of Hesse have?,پرچم دولت هسن چه رنگهایی دارد؟,د هیسي د دولتي پرچم کوم رنګونه لري؟,,Hessen,
366,Wo können Sie sich in Hessen über politische Themen informieren?,Where can you find out about political topics in Hesse?,از کجا می توانید در مورد موضوعات سیاسی در هسن مطلع شوید؟,تاسو په هیسس کې د سیاسي موضوعاتو په اړه چیرته پوه کولی شئ؟,,Hessen,
367,Die Landeshauptstadt von Hessen heißt ...,The state capital of Hesse is called...,پایتخت ایالت هسن نامیده می شود...,د هیسس د دولتي پلازمینه نوم کیږي...,,Hessen,
368,Welches Bundesland ist Hessen?,Which federal state is Hesse?,هسن کدام ایالت فدرال است؟,هیسس کوم وفاقي ایالت دی؟,,Hessen,1.0
369,Wie nennt man die Regierungschefin/den Regierungschef in Hessen?,What is the head of government in Hesse called?,رئیس دولت در هسن چه نام دارد؟,په هیسس کې د حکومت مشر څه نوم کیږي؟,,Hessen,
370,Welche Ministerin/welchen Minister hat Hessen nicht?,Which minister does Hesse not have?,هسن کدام وزیر را ندارد؟,هسي کوم وزير نه لري؟,,Hessen,
371,Welches Wappen gehört zum Bundesland Mecklenburg-Vorpommern?,Which coat of arms belongs to the federal state of Mecklenburg-Western Pomerania?,کدام علامت متعلق به ایالت فدرال مکلنبورگ-پومرانیا غربی است؟,د وسلو کوم کوټ د میکلنبرګ-لویدیځ پومرانیا وفاقي ایالت سره تعلق لري؟,,Mecklenburg-Vorpommern,1.0
372,Welches ist ein Landkreis in Mecklenburg-Vorpommern?,Which is a district in Mecklenburg-Western Pomerania?,منطقه مکلنبورگ-پومرانیا غربی کدام است؟,په میکلنبرګ-لویدیځ پومرانیا کې کوم ولسوالۍ دی؟,,Mecklenburg-Vorpommern,
373,Für wie viele Jahre wird der Landtag in Mecklenburg-Vorpommern gewählt?,For how many years is the state parliament elected in Mecklenburg-Western Pomerania?,برای چند سال پارلمان ایالتی در مکلنبورگ-پمورانیا غربی انتخاب می شود؟,د میکلنبرګ-لویدیځ پومرانیا کې د ایالتي پارلمان څو کلونو لپاره ټاکل کیږي؟,,Mecklenburg-Vorpommern,
374,Ab welchem Alter darf man in Mecklenburg-Vorpommern bei Kommunalwahlen wählen?,From what age can you vote in local elections in Mecklenburg-Western Pomerania?,از چه سنی می توانید در انتخابات محلی در مکلنبورگ-پومرانیا غربی رای دهید؟,تاسو کولی شئ د کوم عمر څخه په میکلنبرګ -لویدیځ پومرانیا کې په سیمه ایزو ټاکنو کې را,,Mecklenburg-Vorpommern,
375,Welche Farben hat die Landesflagge von Mecklenburg-Vorpommern?,What colors does the state flag of Mecklenburg-Western Pomerania have?,پرچم دولتی مکلنبورگ-پمورانیا غربی چه رنگهایی دارد؟,د میکلنبرګ-لویدیځ پومرانیا دولتي پرچم کوم رنګونه لري؟,,Mecklenburg-Vorpommern,
376,Wo können Sie sich in Mecklenburg-Vorpommern über politische Themen informieren?,Where can you find out about political topics in Mecklenburg-Western Pomerania?,از کجا می توانید در مورد موضوعات سیاسی در مکلنبورگ-پومرانی غربی اطلاعات کسب کنید؟,تاسو کولی شئ په میکلنبرګ -لویدیځ پومرانیا کې د سیاسي موضوعاتو په اړه چیرته ومومئ,,Mecklenburg-Vorpommern,
377,Die Landeshauptstadt von Mecklenburg-Vorpommern heißt ...,The state capital of Mecklenburg-Western Pomerania is called...,پایتخت ایالت مکلنبورگ-پمورانیا غربی نامیده می شود...,د میکلنبورګ-لویدیځ پومرانیا ایالتي پلازمینه نوم کیږي...,,Mecklenburg-Vorpommern,
378,Welches Bundesland ist Mecklenburg-Vorpommern?,Which federal state is Mecklenburg-Western Pomerania?,مکلنبورگ-پومرانیا غربی کدام ایالت فدرال است؟,کوم وفاقي ایالت مکلینبرګ-لویدیځ پومرینیا دی؟,,Mecklenburg-Vorpommern,1.0
379,Wie nennt man die Regierungschefin/den Regierungschef in Mecklenburg-Vorpommern?,What is the head of government in Mecklenburg-Western Pomerania called?,رئیس دولت در مکلنبورگ-پمورانیا غربی چه نام دارد؟,په میکلنبرګ-لویدیځ پومرانیا کې د حکومت مشر څه ویل کیږي؟,,Mecklenburg-Vorpommern,
380,Welche Ministerin/welchen Minister hat Mecklenburg-Vorpommern nicht?,Which minister does Mecklenburg-Western Pomerania not have?,مکلنبورگ-پومرانیا غربی کدام وزیر را ندارد؟,میکلنبرګ -لویدیځ پومرانیا کوم وزير نه لري؟,,Mecklenburg-Vorpommern,
381,Welches Wappen gehört zum Bundesland Niedersachsen?,Which coat of arms belongs to the federal state of Lower Saxony?,کدام علامت متعلق به ایالت فدرال نیدرزاکسن است؟,د وسلو کوم کوټ د لوړ سیکسونی وفاقي ایالت سره تعلق لري؟,,Niedersachsen,1.0
382,Welches ist ein Landkreis in Niedersachsen?,Which is a district in Lower Saxony?,منطقه در نیدرزاکسن کدام است؟,په لوړ سیکسونی کې کوم ولسوالۍ دی؟,,Niedersachsen,
383,Für wie viele Jahre wird der Landtag in Niedersachsen gewählt?,For how many years is the state parliament in Lower Saxony elected?,برای چند سال پارلمان ایالتی در نیدرزاکسن انتخاب می شود؟,په لوړ سیکسونی کې د ایالتي پارلمان څومره کالو لپاره ټاکل شوی؟,,Niedersachsen,
384,Ab welchem Alter darf man in Niedersachsen bei Kommunalwahlen wählen?,From what age can you vote in local elections in Lower Saxony?,از چه سنی می توانید در انتخابات محلی در نیدرزاکسن رای دهید؟,تاسو کولی شئ د کوم عمر څخه په لوړ سکسونی کې په ځایي ټاکنو کې رایه,,Niedersachsen,
385,Welche Farben hat die Landesflagge von Niedersachsen?,What colors does the state flag of Lower Saxony have?,پرچم دولتی نیدرزاکسن چه رنگهایی دارد؟,د لوړ سیکسونی دولتي پرچم کوم رنګونه لري؟,,Niedersachsen,
386,Wo können Sie sich in Niedersachsen über politische Themen informieren?,Where can you find out about political topics in Lower Saxony?,از کجا می توانید در مورد موضوعات سیاسی در نیدرزاکسن مطلع شوید؟,تاسو په لوړ سیکسونی کې د سیاسي موضوعاتو په اړه چیرته پوه کولی شئ؟,,Niedersachsen,
387,Die Landeshauptstadt von Niedersachsen heißt ...,The state capital of Lower Saxony is called...,پایتخت ایالت نیدرزاکسن نامیده می شود...,د لوړ سیکسونی ایالتی پلازمینه نوم کیږي...,,Niedersachsen,
388,Welches Bundesland ist Niedersachsen?,Which federal state is Lower Saxony?,نیدرزاکسن کدام ایالت فدرال است؟,کوم وفاقي ایالت لوړ سیکسونی دی؟,,Niedersachsen,1.0
389,Wie nennt man die Regierungschefin/den Regierungschef in Niedersachsen?,What is the head of government in Lower Saxony called?,رئیس دولت در نیدرزاکسن چه نام دارد؟,په لوړ سیکسونی کې د حکومت مشر څه نوم کیږي؟,,Niedersachsen,
390,Welche Ministerin/welchen Minister hat Niedersachsen nicht?,Which minister does Lower Saxony not have?,نیدرزاکسن کدام وزیر را ندارد؟,لوئر سیکسونی کوم وزير نه لري؟,,Niedersachsen,
391,Welches Wappen gehört zum Bundesland Nordrhein-Westfalen?,Which coat of arms belongs to the federal state of North Rhine-Westphalia?,کدام علامت متعلق به ایالت فدرال نوردراین-وستفالن است؟,د وسلو کوم کوټ د شمالي راین ویسټفالیا وفاقي ایالت سره تعلق لري؟,,Nordrhein-Westfalen,1.0
392,Welches ist ein Landkreis in Nordrhein-Westfalen?,Which is a district in North Rhine-Westphalia?,منطقه ای در نوردراین-وستفالن کدام است؟,په شمالي رائن-ویسټفالیا کې کوم ولسوالۍ دی؟,,Nordrhein-Westfalen,
393,Für wie viele Jahre wird der Landtag in Nordrhein-Westfalen gewählt?,For how many years is the state parliament in North Rhine-Westphalia elected?,برای چند سال پارلمان ایالتی در نوردراین-وستفالن انتخاب می شود؟,د شمالي رائن-ویسټفیلیا کې د ایالتي پارلمان څومره کلونو لپاره ټاکل شوی؟,,Nordrhein-Westfalen,
394,Ab welchem Alter darf man in Nordrhein-Westfalen bei Kommunalwahlen wählen?,From what age can you vote in local elections in North Rhine-Westphalia?,از چه سنی می توانید در انتخابات محلی در نوردراین-وستفالن رای دهید؟,تاسو کوم عمر څخه کولی شئ په شمالي رایین-ویسټفیلیا کې په سیمه ایزو ټاکنو,,Nordrhein-Westfalen,
395,Welche Farben hat die Landesflagge von Nordrhein-Westfalen?,What colors does the state flag of North Rhine-Westphalia have?,پرچم دولتی نوردراین-وستفالن چه رنگهایی دارد؟,د شمالي رائن-ویسټفالیا دولتي پرچم کوم رنګونه لري؟,,Nordrhein-Westfalen,
396,Wo können Sie sich in Nordrhein-Westfalen über politische Themen informieren?,Where can you find out about political issues in North Rhine-Westphalia?,از کجا می توانید در مورد مسائل سیاسی در نوردراین-وستفالن اطلاعات کسب کنید؟,تاسو کولی شئ په شمالي راین ویسټفیلیا کې د سیاسي مسلو په اړه چیرته ومومئ,,Nordrhein-Westfalen,
397,Die Landeshauptstadt von Nordrhein-Westfalen heißt ...,The state capital of North Rhine-Westphalia is called...,پایتخت ایالت نوردراین-وستفالن نامیده می شود...,د شمالي راین-ویسټفالیا ایالتي پلازمینه نوم کیږي...,,Nordrhein-Westfalen,
398,Welches Bundesland ist Nordrhein-Westfalen?,Which federal state is North Rhine-Westphalia?,نوردراین-وستفالن کدام ایالت فدرال است؟,شمالی راین ویسټفالیا کوم وفاقي ایالت دی؟,,Nordrhein-Westfalen,1.0
399,Wie nennt man die Regierungschefin/den Regierungschef in Nordrhein-Westfalen?,What is the head of government in North Rhine-Westphalia called?,رئیس دولت در نوردراین-وستفالن چه نام دارد؟,په شمالي رائن-ویسټفالیا کې د حکومت مشر څه نوم کیږي؟,,Nordrhein-Westfalen,
400,Welche Ministerin/welchen Minister hat Nordrhein-Westfalen nicht?,Which minister does North Rhine-Westphalia not have?,نوردراین-وستفالن کدام وزیر را ندارد؟,شمالی راین ویسټفالیا کوم وزير نه لري؟,,Nordrhein-Westfalen,
401,Welches Wappen gehört zum Bundesland Rheinland-Pfalz?,Which coat of arms belongs to the federal state of Rhineland-Palatinate?,کدام علامت متعلق به ایالت فدرال راینلند-پالتینات است؟,د وسلو کوم کوټ د رینلینډ پالټینیټ وفاقي ایالت سره تعلق لري؟,,Rheinland-Pfalz,1.0
402,Welches ist ein Landkreis in Rheinland-Pfalz?,Which is a district in Rhineland-Palatinate?,منطقه ای در راینلند-فالتانت کدام است؟,په رینلینډ پالټینیټ کې کوم ولسوالۍ دی؟,,Rheinland-Pfalz,
403,Für wie viele Jahre wird der Landtag in Rheinland-Pfalz gewählt?,For how many years is the state parliament in Rhineland-Palatinate elected?,برای چند سال پارلمان ایالتی راینلند-فالتس انتخاب می شود؟,د رینلینډ پالټینیټ کې د ایالتي پارلمان څومره کلونو لپاره ټاکل شوی؟,,Rheinland-Pfalz,
404,Ab welchem Alter darf man in Rheinland-Pfalz bei Kommunalwahlen wählen?,From what age can you vote in local elections in Rhineland-Palatinate?,از چه سنی می توانید در انتخابات محلی در راینلند-فالتس رای دهید؟,تاسو کوم عمر څخه کولی شئ په رینلینډ پالټینیټ کې په سیمه ایزو ټاکنو کې رای,,Rheinland-Pfalz,
405,Welche Farben hat die Landesflagge von Rheinland-Pfalz?,What colors does the state flag of Rhineland-Palatinate have?,پرچم دولتی راینلند-فالتس چه رنگهایی دارد؟,د رینلینډ پالټینیټ د دولتي پرچم کوم رنګونه لري؟,,Rheinland-Pfalz,
406,Welche Farben hat die Landesflagge von Rheinland-Pfalz?,What colors does the state flag of Rhineland-Palatinate have?,پرچم دولتی راینلند-فالتس چه رنگهایی دارد؟,د رینلینډ پالټینیټ د دولتي پرچم کوم رنګونه لري؟,,Rheinland-Pfalz,
407,Die Landeshauptstadt von Rheinland-Pfalz heißt ...,The state capital of Rhineland-Palatinate is called...,پایتخت ایالت راینلند-پالتینات نامیده می شود...,د رینلینډ پالټینیټ ایالتي پلازمینه نوم کیږي...,,Rheinland-Pfalz,
408,Welches Bundesland ist Rheinland-Pfalz?,Which federal state is Rhineland-Palatinate?,راینلند-پالتینات کدام ایالت فدرال است؟,کوم وفاقي ریاست رائنلینډ پالټینیټ دی؟,,Rheinland-Pfalz,1.0
409,Wie nennt man die Regierungschefin/den Regierungschef in Rheinland-Pfalz?,What is the head of government in Rhineland-Palatinate called?,رئیس دولت در راینلند-فالتس چه نام دارد؟,په رینلینډ پالټینیټ کې د حکومت مشر څه ویل کیږي؟,,Rheinland-Pfalz,
410,Welche Ministerin/welchen Minister hat Rheinland-Pfalz nicht?,Which minister does Rhineland-Palatinate not have?,راینلند-پالتینات کدام وزیر را ندارد؟,رائنلینډ پالټینیټ کوم وزير نه لري؟,,Rheinland-Pfalz,
